Date,VIX
2010-04-15,0.1589
2010-04-16,0.1836
2010-04-19,0.1734
2010-04-20,0.1573
2010-04-21,0.1632
2010-04-22,0.1647
2010-04-23,0.1662
2010-04-26,0.1747
2010-04-27,0.2281
2010-04-28,0.2108
2010-04-29,0.1844
2010-04-30,0.2205
2010-05-03,0.2019
2010-05-04,0.2384
2010-05-05,0.2491
2010-05-06,0.3280
2010-05-07,0.4095
2010-05-10,0.2884
2010-05-11,0.2832
2010-05-12,0.2552
2010-05-13,0.2668
2010-05-14,0.3124
2010-05-17,0.3084
2010-05-18,0.3355
2010-05-19,0.3532
2010-05-20,0.4579
2010-05-21,0.4010
2010-05-24,0.3832
2010-05-25,0.3461
2010-05-26,0.3502
2010-05-27,0.2968
2010-05-28,0.3207
2010-06-01,0.3554
2010-06-02,0.3017
2010-06-03,0.2946
2010-06-04,0.3548
2010-06-07,0.3657
2010-06-08,0.3370
2010-06-09,0.3373
2010-06-10,0.3057
2010-06-11,0.2879
2010-06-14,0.2858
2010-06-15,0.2587
2010-06-16,0.2592
2010-06-17,0.2505
2010-06-18,0.2395
2010-06-21,0.2488
2010-06-22,0.2705
2010-06-23,0.2691
2010-06-24,0.2974
2010-06-25,0.2853
2010-06-28,0.2900
2010-06-29,0.3413
2010-06-30,0.3454
2010-07-01,0.3286
2010-07-02,0.3012
2010-07-06,0.2965
2010-07-07,0.2684
2010-07-08,0.2571
2010-07-09,0.2498
2010-07-12,0.2443
2010-07-13,0.2456
2010-07-14,0.2489
2010-07-15,0.2514
2010-07-16,0.2625
2010-07-19,0.2597
2010-07-20,0.2393
2010-07-21,0.2564
2010-07-22,0.2463
2010-07-23,0.2347
2010-07-26,0.2273
2010-07-27,0.2319
2010-07-28,0.2425
2010-07-29,0.2413
2010-07-30,0.2350
2010-08-02,0.2201
2010-08-03,0.2263
2010-08-04,0.2221
2010-08-05,0.2210
2010-08-06,0.2174
2010-08-09,0.2214
2010-08-10,0.2237
2010-08-11,0.2539
2010-08-12,0.2573
2010-08-13,0.2624
2010-08-16,0.2610
2010-08-17,0.2433
2010-08-18,0.2459
2010-08-19,0.2644
2010-08-20,0.2549
2010-08-23,0.2566
2010-08-24,0.2746
2010-08-25,0.2670
2010-08-26,0.2737
2010-08-27,0.2445
2010-08-30,0.2721
2010-08-31,0.2605
2010-09-01,0.2389
2010-09-02,0.2319
2010-09-03,0.2131
2010-09-07,0.2380
2010-09-08,0.2325
2010-09-09,0.2281
2010-09-10,0.2199
2010-09-13,0.2121
2010-09-14,0.2156
2010-09-15,0.2210
2010-09-16,0.2172
2010-09-17,0.2201
2010-09-20,0.2150
2010-09-21,0.2235
2010-09-22,0.2251
2010-09-23,0.2387
2010-09-24,0.2171
2010-09-27,0.2254
2010-09-28,0.2260
2010-09-29,0.2325
2010-09-30,0.2370
2010-10-01,0.2250
2010-10-04,0.2353
2010-10-05,0.2176
2010-10-06,0.2149
2010-10-07,0.2156
2010-10-08,0.2071
2010-10-11,0.1896
2010-10-12,0.1893
2010-10-13,0.1907
2010-10-14,0.1988
2010-10-15,0.1903
2010-10-18,0.1909
2010-10-19,0.2063
2010-10-20,0.1979
2010-10-21,0.1927
2010-10-22,0.1878
2010-10-25,0.1985
2010-10-26,0.2022
2010-10-27,0.2071
2010-10-28,0.2088
2010-10-29,0.2120
2010-11-01,0.2183
2010-11-02,0.2157
2010-11-03,0.1956
2010-11-04,0.1852
2010-11-05,0.1826
2010-11-08,0.1829
2010-11-09,0.1908
2010-11-10,0.1847
2010-11-11,0.1864
2010-11-12,0.2061
2010-11-15,0.2020
2010-11-16,0.2258
2010-11-17,0.2176
2010-11-18,0.1875
2010-11-19,0.1804
2010-11-22,0.1837
2010-11-23,0.2063
2010-11-24,0.1956
2010-11-26,0.2222
2010-11-29,0.2153
2010-11-30,0.2354
2010-12-01,0.2136
2010-12-02,0.1939
2010-12-03,0.1801
2010-12-06,0.1802
2010-12-07,0.1799
2010-12-08,0.1774
2010-12-09,0.1725
2010-12-10,0.1761
2010-12-13,0.1755
2010-12-14,0.1761
2010-12-15,0.1794
2010-12-16,0.1739
2010-12-17,0.1611
2010-12-20,0.1641
2010-12-21,0.1649
2010-12-22,0.1545
2010-12-23,0.1647
2010-12-27,0.1767
2010-12-28,0.1752
2010-12-29,0.1728
2010-12-30,0.1752
2010-12-31,0.1775
